0.0000112843	33.00683166619359
0.0000124711	36.372613044582565
0.0000137827	40.08155732186169
0.0000152322	44.16858596811625
0.0000168342	48.672525274322076
0.0000186047	53.635779009437876
0.0000205613	59.10484489096681
0.0000227238	65.1319362643119
0.0000251137	71.77251684375804
0.0000277549	79.09111549065022
0.0000306739	87.15605829859778
0.0000338999	96.04205690984938
0.0000374652	105.83556470215976
0.0000414055	116.62617855498138
0.0000457601	128.51846741053723
0.0000505728	141.62176635254858
0.0000558915	156.06058974151946
0.0000617697	171.97187000765746
0.0000682661	189.5026843576205
0.0000754457	208.8204963204202
0.0000833804	230.10759883325764
0.0000921496	253.56114286167178
0.000101841	279.4049969209138
0.000112552	307.87956383364855
0.000124389	339.24988617163933
0.000137471	373.8116282616818
0.000151929	411.8890665615158
0.000167907	453.83094298201286
0.000185566	500.03129269631245
0.000205083	550.9136966308942
0.000226651	606.9523090636214
0.000250489	668.667494029865
0.000276833	736.6031509034342
0.000305947	811.3823691745274
0.000338124	893.680588226817
0.000373685	984.2151944033453
0.000412986	1083.7993083719198
0.00045642	1193.2736231709214
0.000504422	1313.5835820922905
0.000557472	1445.7367279362495
0.000616102	1590.78216708644
0.000680898	1749.9079959452458
0.000752509	1924.2967942233538
0.000831651	2115.3109489570734
0.000919117	2324.292934435492
0.00101578	2552.6747606270037
0.00112261	2801.970191929167
0.00124068	3073.716594587584
0.00137116	3369.406030627131
0.00151537	3690.652421398942
0.00167474	4038.9525710163066
0.00185087	4415.617265951457
0.00204553	4822.027529855326
0.00226066	5259.257750860469
0.00249842	5728.026827304241
0.00276118	6228.8486047464
0.00305157	6761.6858561651325
0.00337251	7325.995283844698
0.0037272	7920.530345082502
0.0041192	8543.317270637699
0.00455241	9191.25974687329
0.0050312	9860.41790658846
0.00556033	10545.158430916224
0.00614512	11238.812050802873
0.0067914	11932.851826855187
0.00750566	12617.027601639144
0.00829504	13279.53109856839
0.00916744	13905.624010358724
0.0101316	14479.047403302864
0.0111971	14981.56953756415
0.0123747	15392.569288878982
0.0136762	15690.843651490177
0.0151146	15853.911513710225
0.0167042	15860.513974315892
0.018461	15771.17135482871
0.0204025	15437.281624029803
0.0225483	14850.476344499493
0.0249197	14134.808649800132
0.0275405	13284.824606085058
0.030437	12293.541646105663
0.0336381	11239.26844097631
0.0371758	10315.500849625078
0.0410856	9336.580112304136
0.0454066	8423.451832021967
0.0501821	7743.743894186774
0.0554598	7236.2498523205495
0.0612925	6763.195886194546
0.0677387	6222.529763676188
0.0748628	5582.2601999887975
0.0827362	4788.526075775824
0.0914377	3963.4071471993816
0.101054	3320.92669198162
0.111682	2934.298485240479
0.123428	2680.3269740147575
0.136409	2332.7776743609975
0.150755	1878.882761561462
0.16661	1540.471131024835
0.184133	1367.6236108301064
0.203498	1153.0302616627648
0.2249	919.5710187795089
0.248554	789.3190615573907
0.274694	646.6751791178999
0.303584	530.353746088427
0.335512	437.84545850768933
0.370798	356.8910919656771
0.409795	290.49051297392157
0.452894	236.6049818368929
0.500525	191.25128421987375
0.553166	154.35504270845675
0.611343	124.28096888349258
0.675638	99.78553792027022
0.746696	79.91413159899355
0.825227	63.83928870327771
0.912016	50.87970191856939
1.00793	40.463562396389406
1.11394	32.1114385863622
1.23109	25.43178537382232
1.36057	20.103159036167078
1.50366	15.862172576608081
1.6618	12.493432453493778
1.83658	9.823826917412573
2.02973	7.712368141637961
2.2432	6.045268588690953
2.47912	4.731640756894835
2.73985	3.69823076365939
3.028	2.886579306591962
3.34646	2.250147958291023
3.69841	1.7518336896737856
4.08737	1.3622632412617508
4.51725	1.0580947963802372
4.99233	0.8209301933331012
5.51738	0.6362513241925364
6.09765	0.4926085093399132
6.73894	0.3810167111605532
7.44768	0.29442748985659345
8.23096	0.2273026903466041
9.09661	0.17532952211260752
10.0533	0.13512213881206012
11.1106	0.10404998376088088
12.2791	0.08005888406917216
13.5706	0.06155153124511284
14.9978	0.047287105989229125
16.5751	0.03630170422348813
18.3183	0.027848853553667875
20.2449	0.021349389607080528
