#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7
   0.0174753    -45.3908    -69.8264    -29.0356    -14.0606    -29.3456    -153.746     259.276    -52.9412     192.667    -111.407    -144.816    -29.6948      9.6732      3.2244     1.93464      2.5691     1.54146     1.10104         100   0.0305385  0.00811072
   0.0183074    -49.2352    -76.6862    -30.5275    -15.2279    -30.7929    -167.323     281.573    -57.3361     210.902    -120.234    -156.801    -32.4147     10.5815     3.52717      2.1163     2.81034      1.6862     1.20443         100    0.033516  0.00890151
   0.0191791    -53.0929    -83.4067    -32.0124    -16.4264    -32.2156    -181.362     305.555    -61.8488     230.706    -129.641    -169.644    -35.3735     11.5341     3.84469     2.30681     3.06333       1.838     1.31286         100   0.0367838  0.00976939
   0.0200923     -56.969     -90.105    -33.4791    -17.6383    -33.6002    -196.221     331.311    -66.4118     252.181    -139.651    -183.391    -38.5914     12.5205     4.17349     2.50409     3.32531     1.99518     1.42513         100   0.0403702   0.0107219
    0.021049    -60.9356    -97.1064    -34.9158    -18.8547    -34.9321    -212.475     358.932    -70.9917     275.429    -150.291     -198.09    -42.0899     13.5364     4.51214     2.70728     3.59513     2.15708     1.54077         100   0.0443062   0.0117673
   0.0220513    -64.9063     -104.09    -36.3102     -20.076    -36.1964    -229.708     388.509    -75.5901     300.551    -161.584    -213.789    -45.8922     14.5841     4.86138     2.91683      3.8734     2.32404     1.66003         100    0.048626   0.0129146
   0.0231013    -68.7996    -110.685    -37.6502    -21.3158    -37.3786    -247.316     420.128    -80.2583     327.647    -173.556     -230.54    -50.0235     15.6758     5.22526     3.13515     4.16332     2.49799     1.78428         100    0.053367   0.0141737
   0.0242013      -72.73    -117.312    -38.9238     -22.578    -38.4645    -265.889     453.875     -85.011     356.811    -186.232    -248.395    -54.5105     16.8168      5.6056     3.36336     4.46636     2.67982     1.91416         100   0.0585702   0.0155556
   0.0253536    -76.7701    -124.343    -40.1191    -23.8451      -39.44    -286.141     489.831    -89.7817     388.139    -199.636    -267.409    -59.3823     17.9967     5.99891     3.59935     4.77975     2.86785     2.04846         100   0.0642807   0.0170723
   0.0265609    -80.7181     -131.13     -41.225    -25.0967    -40.2924    -307.369     528.075    -94.4943      421.72    -213.796    -287.638    -64.6698     19.2027     6.40089     3.84053     5.10003     3.06002     2.18573         100    0.070548   0.0187368
   0.0278256    -84.3656    -136.983    -42.2318     -26.316    -41.0111    -328.781     568.678    -99.0854     457.636    -228.736    -309.142    -70.4059     20.4235     6.80783      4.0847     5.42426     3.25456     2.32468         100   0.0774263   0.0205636
   0.0291505     -87.775    -142.231    -43.1313    -27.4864    -41.5876    -351.015     611.708    -103.492     495.961    -244.484    -331.982    -76.6259     21.6475     7.21585     4.32951     5.74936     3.44962     2.46401         100   0.0849753   0.0225686
   0.0305386    -91.0173    -147.223     -43.916    -28.5937    -42.0149    -374.714     657.229    -107.661     536.768    -261.067    -356.224    -83.3673     22.8645     7.62148     4.57289     6.07256     3.64354     2.60253         100   0.0932604    0.024769
   0.0319927    -93.9634    -151.476    -44.5796    -29.6393    -42.2877    -399.208       705.3    -111.598     580.123    -278.515    -381.936    -90.6697     24.0757     8.02524     4.81514     6.39426     3.83656      2.7404         100    0.102353   0.0271839
    0.033516    -96.7039     -155.02    -45.1166    -30.6843    -42.4015     -424.03      755.98    -115.533     626.093    -296.858     -409.19     -98.575     25.3322     8.44407     5.06644     6.72797     4.03678     2.88342         100    0.112332   0.0298343
   0.0351119    -99.6971    -159.132    -45.5208    -31.8174    -42.3515     -450.22     809.327    -119.799     674.748    -316.125    -438.061    -107.127     26.7111     8.90371     5.34222      7.0942     4.25652     3.04037         100    0.123285   0.0327431
   0.0367838    -102.977    -164.198    -45.7851    -32.9906    -42.1314    -478.756     865.403    -124.216     726.163    -336.349    -468.627    -116.371     28.1784      9.3928     5.63568     7.48389     4.49034     3.20738         100    0.135305   0.0359356
   0.0385353    -105.837    -168.291    -45.9023    -34.0637    -41.7353    -508.184     924.268    -128.257     780.411    -357.562    -500.967    -126.356     29.6175      9.8725      5.9235      7.8661     4.71966     3.37119         100    0.148497   0.0394392
   0.0403702    -107.833     -169.91    -45.8644    -35.0068    -41.1582     -536.68     985.984    -131.808     837.566    -379.796    -535.168    -137.132     31.0007     10.3336     6.20013     8.23345     4.94007     3.52862         100    0.162975   0.0432845
   0.0422924    -109.493    -170.656     -45.659     -35.896    -40.3904    -565.848     1050.62    -135.156     897.718    -403.086    -571.316    -148.751     32.3939      10.798     6.47878     8.60348     5.16209     3.68721         100    0.178865   0.0475047
   0.0443062    -111.561    -172.905    -45.2643    -36.8204    -39.4099     -598.27     1118.28    -138.636     960.995    -427.465    -609.503    -161.269     33.8801     11.2934     6.77601     8.99819     5.39891     3.85637         100    0.196304   0.0521363
   0.0464159    -114.169    -176.647    -44.6462    -37.8815    -38.1779    -633.069     1189.08    -142.632     1027.57    -452.964    -649.818    -174.744     35.5601     11.8534     7.11202     9.44439     5.66664      4.0476         100    0.215443   0.0572196
    0.048626    -117.255    -181.307    -43.7574    -39.1511    -36.6384    -668.838     1263.18    -147.412     1097.66    -479.607    -692.348    -189.235      37.515      12.505       7.503     9.96359     5.97816     4.27011         100    0.236449   0.0627984
   0.0509414    -121.206     -188.42    -42.5365    -40.6211    -34.7161    -707.826     1340.73    -152.947     1171.51    -507.414    -737.169    -204.801     39.7545     13.2515      7.9509     10.5584     6.33503     4.52502         100    0.259502   0.0689212
    0.053367    -126.295    -199.231    -40.9088    -42.2567    -32.3173    -752.108     1421.91    -159.105     1249.39    -536.394    -784.349    -221.503     42.2627     14.0876     8.45254     11.2245     6.73472     4.81051         100    0.284804   0.0756409
   0.0559081    -131.932     -211.84    -38.7942    -44.0033    -29.3404    -799.506     1506.88    -165.682     1331.58    -566.542    -833.939    -239.402     45.0018     15.0006     9.00036      11.952     7.17121     5.12229         100    0.312572   0.0830158
   0.0585702     -137.36    -223.863    -36.1165    -45.7782    -25.6899    -847.389     1595.74    -172.364     1418.27    -597.845    -885.975    -258.559     47.9012     15.9671     9.58024     12.7221     7.63324     5.45231         100    0.343047   0.0911097
   0.0613591    -142.576     -235.74    -32.8113    -47.5005    -21.2858    -897.053     1688.53    -178.849     1509.58    -630.277    -940.481    -279.035     50.8853     16.9618     10.1771     13.5146     8.10877     5.79198         100    0.376494   0.0999928
   0.0642807    -147.645    -248.245    -28.8343    -49.0735    -16.0725     -950.37      1785.2    -184.772      1605.5    -663.804    -997.468    -300.892     53.8535     17.9512     10.7707     14.3029     8.58176     6.12983         100    0.413201    0.109742
   0.0673415    -151.859     -258.98    -24.1744    -50.4464    -10.0354    -1004.31     1885.54    -189.941     1705.89    -698.383    -1056.93     -324.19     56.7465     18.9155     11.3493     15.0713     9.04277     6.45912         100    0.453488    0.120442
    0.070548    -154.413    -265.124    -18.8679    -51.5738    -3.22068    -1055.16     1989.24    -194.186     1810.38    -733.968    -1118.86    -348.981     59.5048     19.8349      11.901     15.8039     9.48231     6.77308         100    0.497702    0.132185
   0.0739072    -155.187     -266.82    -13.0061    -52.3351     4.25569    -1103.97     2095.76    -197.052     1918.38    -770.514    -1183.23    -375.315     61.9729     20.6576     12.3946     16.4594     9.87561     7.05401         100    0.546228    0.145072
   0.0774264    -153.918    -263.924    -6.73667    -52.5525     12.2071    -1151.85     2204.47    -197.871      2029.1    -807.979    -1250.03    -403.227     63.9089      21.303     12.7818     16.9735     10.1841     7.27438         100    0.599484    0.159217
   0.0811131    -149.577    -252.754   -0.261981    -52.1705     20.3759    -1193.84     2314.57    -196.433     2141.59    -846.332    -1319.23    -432.742     65.1969     21.7323     13.0394     17.3156     10.3894     7.42098         100    0.657933     0.17474
   0.0849753    -141.802    -231.387     6.17908    -51.2758     28.4527    -1226.21     2425.24    -193.064     2254.78    -885.558    -1390.81    -463.868     65.8903     21.9634     13.1781     17.4998     10.4999      7.4999         100    0.722081    0.191777
   0.0890215    -132.212    -204.917     12.3601    -50.0456     36.1428     -1254.3     2535.76    -188.432     2367.73    -925.658    -1464.78    -496.601      66.169     22.0563     13.2338     17.5738     10.5443     7.53162         100    0.792483    0.210475
   0.0932603    -123.088     -180.32      18.131    -48.7773     43.2532    -1285.15     2645.69    -183.656      2479.9    -966.645    -1541.15    -530.919     66.3983     22.1328     13.2797     17.6347     10.5808     7.55773         100    0.869749    0.230996
    0.097701     -115.48    -159.977     23.4609    -47.7707     49.7465    -1319.43     2755.02    -179.866     2591.26    -1008.53    -1619.89    -566.788      66.992     22.3307     13.3984     17.7924     10.6754     7.62531         100    0.954549    0.253518
    0.102353    -110.008    -145.256     28.4554      -47.22     55.7566    -1357.46     2864.12    -177.793     2702.32    -1051.31    -1700.99    -604.163     68.2622     22.7541     13.6524     18.1297     10.8778     7.76989         100     1.04762    0.278236
    0.107227    -108.237    -141.464     33.3587    -47.2621     61.5935    -1405.71     2973.74    -177.951     2814.07    -1094.96    -1784.38    -643.003     70.4742     23.4914     14.0948     18.7172     11.2303     8.02166         100     1.14976    0.305364
    0.112332    -111.028    -152.241     38.5171    -47.8487     67.7043    -1469.97     3084.84     -180.16     2927.82    -1139.42    -1869.99    -683.278     73.6411      24.547     14.7282     19.5583      11.735     8.38213         100     1.26186    0.335136
    0.117681    -116.485    -171.606     44.2707    -48.7838     74.5319    -1543.79     3198.23    -183.681     3044.73    -1184.61     -1957.7     -724.97     77.5407     25.8469     15.5081      20.594     12.3564       8.826         100     1.38489    0.367811
    0.123285    -121.146    -188.708     50.8026    -49.6611     82.3158    -1615.52     3314.15    -186.984      3165.2    -1230.41    -2047.34    -768.074     81.5729      27.191     16.3146     21.6649     12.9989     9.28496         100     1.51991    0.403673
    0.129155    -122.433    -196.702     58.0345    -49.9199     90.9608    -1680.24     3431.94    -187.959     3288.51     -1276.7    -2138.78    -812.593     84.7909     28.2636     16.9582     22.5196     13.5117     9.65125         100      1.6681     0.44303
    0.135305    -118.734     -190.66     65.6088    -49.3069     100.019    -1732.73     3550.16    -185.651     3412.88    -1323.38    -2231.87    -858.515     86.6564     28.8855     17.3313      23.015      13.809     9.86359         100     1.83074    0.486225
    0.141747    -108.597    -165.305     72.9548    -47.7306     108.771     -1765.7     3666.79    -179.716     3535.78    -1370.37    -2326.47    -905.792      86.852     28.9507     17.3704      23.067     13.8402     9.88585         100     2.00923    0.533631
    0.148497    -93.2376     -123.24     79.4715     -45.518     116.445    -1779.28      3779.9    -171.385     3654.69    -1417.63    -2422.45    -954.327     85.8078     28.6026     17.1616     22.7897     13.6738       9.767         100     2.20513     0.58566
        0.15    -89.7159    -113.415     80.7318    -45.0225     117.911    -1781.12      3803.8    -169.519     3679.75     -1427.9    -2443.41    -964.988     85.5331      28.511     17.1066     22.7167       13.63     9.73573         100        2.25    0.597577
    0.155568    -78.2648    -81.6928     84.8234     -43.392     122.606    -1790.98     3888.54     -163.38     3768.35    -1465.16    -2519.69    -1003.98     84.7976     28.2659     16.9595     22.5214     13.5128     9.65201         100     2.42013    0.642761
    0.157895    -74.6456     -72.109     86.2987    -42.8278     124.269    -1798.51     3922.34    -161.255     3803.59    -1480.38    -2550.98    -1020.04     84.6731     28.2244     16.9346     22.4883      13.493     9.63784         100     2.49307    0.662135
    0.162975    -69.6497     -60.513     89.1743    -41.8749     127.462    -1824.29     3993.36    -157.668     3877.56    -1512.92    -2618.05     -1054.6     84.8844     28.2948     16.9769     22.5444     13.5266     9.66189         100     2.65609    0.705429
    0.165789    -68.5122    -59.2134     90.6344    -41.5293     129.063    -1843.51     4031.35    -156.367      3917.1    -1530.55    -2654.49    -1073.44     85.3393     28.4464     17.0679     22.6652     13.5991     9.71367         100     2.74861    0.730004
    0.170735    -68.6971    -63.3792     93.1124    -41.2534      131.77    -1882.45     4096.26    -155.328     3984.77    -1560.86    -2717.34    -1106.03     86.7967     28.9322     17.3593     23.0523     13.8314     9.87956         100     2.91505    0.774208
    0.173684     -69.688    -68.3588     94.5927    -41.2456     133.391     -1907.3     4134.05    -155.298     4024.26    -1578.53    -2754.08    -1125.15     87.9916     29.3305     17.5983     23.3696     14.0218     10.0156         100     3.01662    0.801183
    0.178865    -72.0678    -78.8364     97.2758    -41.3667     136.349     -1951.4     4199.09    -155.754     4092.44    -1608.88    -2817.37    -1158.19     90.3923     30.1308     18.0785     24.0073     14.4044     10.2888         100     3.19927    0.849692
    0.181579    -73.2912    -84.2677      98.736    -41.4278     137.973    -1974.06     4232.53    -155.984      4127.6    -1624.43    -2849.89    -1175.22      91.654     30.5513     18.3308     24.3424     14.6054     10.4324         100     3.29709    0.875673
    0.187382    -74.9861    -93.5955     101.965    -41.3364     141.591    -2020.42     4302.54     -155.64      4201.5    -1656.89    -2917.99    -1211.03     93.8683     31.2894     18.7737     24.9304     14.9583     10.6845         100     3.51119    0.932536
    0.189474    -75.1117    -95.6453     103.149    -41.2046     142.925    -2035.87     4327.25    -155.144     4227.65    -1668.33    -2942.07    -1223.74     94.4405     31.4802     18.8881     25.0824     15.0495     10.7496         100     3.59003    0.953474
    0.196304    -73.0943    -94.8247     106.962     -40.449     147.235    -2077.44     4405.62    -152.299      4310.8    -1704.78    -3019.04    -1264.54     95.5141      31.838     19.1028     25.3675     15.2205     10.8718         100     3.85353     1.02346
    0.197368      -72.41    -93.4945     107.536    -40.2916     147.884     -2082.4     4417.48    -151.706      4323.4    -1710.33     -3030.8     -1270.8     95.5795     31.8598     19.1159     25.3849      15.231     10.8793         100     3.89543     1.03459
    0.205263     -64.361    -73.5498     111.449      -38.87     152.281    -2105.75     4502.06    -146.354     4413.24    -1750.51    -3116.21    -1316.42     95.3476     31.7825     19.0695     25.3233      15.194     10.8529         100      4.2133     1.11901
    0.205651    -63.8519    -72.1786     111.622     -38.791     152.473    -2106.35     4506.06    -146.056     4417.47    -1752.44    -3120.32    -1318.62     95.3085     31.7695     19.0617      25.313     15.1878     10.8484         100     4.22924     1.12324
    0.213158    -53.1152    -42.4369     114.544    -37.1956     155.665    -2112.78     4580.21    -140.049     4496.02    -1788.98    -3198.39     -1360.6     94.2678     31.4226     18.8536     25.0365     15.0219     10.7299         100     4.54363     1.20674
    0.215443    -49.8858    -33.4338     115.271    -36.7126     156.434    -2114.28     4601.63     -138.23     4518.65    -1799.81    -3221.61    -1373.13     93.9126     31.3042     18.7825     24.9422     14.9653     10.6895         100     4.64159     1.23276
    0.221053    -43.1242    -15.0789     116.769    -35.6232      157.96    -2121.46     4652.12    -134.129     4571.86    -1825.84    -3277.49    -1403.35     93.2033     31.0678     18.6407     24.7538     14.8523     10.6088         100     4.88643     1.29778
    0.225702    -39.4465    -6.00902     117.769    -34.9108      158.92    -2133.48     4691.99    -131.446     4613.78    -1846.83    -3322.68    -1427.85     93.0346     31.0115     18.6069      24.709     14.8254     10.5896         100     5.09414     1.35295
    0.228947    -38.0818    -3.44002     118.382    -34.5522     159.485    -2145.52     4718.94    -130.096     4642.09    -1861.19    -3353.64    -1444.67     93.2544     31.0848     18.6509     24.7674     14.8604     10.6146         100     5.24169     1.39214
    0.236449    -38.1002     -7.6406     119.692    -34.0573     160.666    -2183.57     4779.06    -128.233     4705.29    -1893.47    -3423.39    -1482.65     94.6098     31.5366      18.922     25.1274     15.0764     10.7689         100     5.59081     1.48486
    0.236842    -38.1878    -8.14045      119.76    -34.0401     160.727    -2185.84     4782.14    -128.168     4708.54    -1895.12    -3426.98    -1484.61     94.7035     31.5678     18.9407     25.1523     15.0914     10.7795         100     5.60942      1.4898
    0.244737    -40.4166    -19.6855     121.177    -33.7429     162.042    -2232.52     4842.77    -127.049      4772.5    -1927.73    -3497.67    -1523.24     96.7034     32.2345     19.3407     25.6834       15.41     11.0072         100     5.98961     1.59078
    0.247708    -41.0257    -23.3122     121.736    -33.6022     162.577    -2249.01     4864.99    -126.519     4796.02    -1939.66     -3523.6    -1537.45     97.3647     32.4549     19.4729     25.8591     15.5154     11.0825         100     6.13591     1.62963
    0.252632    -41.1687    -26.6478     122.675    -33.2535      163.49    -2273.23     4901.09    -125.206      4834.3    -1959.05    -3565.82    -1560.62     98.1066     32.7022     19.6213     26.0561     15.6337     11.1669         100     6.38227     1.69507
    0.259502    -39.2178     -24.287     123.939    -32.5472     164.725    -2298.25     4949.72    -122.547     4885.97    -1985.33    -3623.17     -1592.2     98.4286     32.8095     19.6857     26.1416      15.685     11.2036         100     6.73415     1.78852
    0.260526    -38.7272    -23.2585     124.116    -32.4256     164.897    -2301.08     4956.78    -122.089     4893.47    -1989.17    -3631.57    -1596.83     98.4195     32.8065     19.6839     26.1392     15.6835     11.2025         100      6.7874     1.80266
    0.268421    -33.7945     -11.289     125.321    -31.4127     166.029    -2317.09      5009.4    -118.275     4949.39    -2018.13       -3695    -1631.89     98.0332     32.6777     19.6066     26.0366      15.622     11.1585         100     7.20499     1.91357
    0.271859    -31.3464    -4.94164     125.742    -30.9609     166.397    -2322.11     5031.29    -116.574     4972.63    -2030.39    -3721.92     -1646.8     97.7825     32.5942     19.5565       25.97      15.582       11.13         100     7.39072      1.9629
    0.276316    -28.2777      3.0931      126.19    -30.4031     166.755    -2328.24     5058.77    -114.474     5001.77    -2045.99     -3756.2    -1665.83     97.5022     32.5007     19.5004     25.8956     15.5373     11.0981         100     7.63504     2.02779
    0.284211    -23.8231     14.3897     126.739    -29.5346     167.088    -2341.11     5105.08    -111.204     5050.79    -2072.79    -3815.24    -1698.68     97.2799     32.4266      19.456     25.8365     15.5019     11.0728         100     8.07756     2.14532
    0.284804    -23.5538     15.0273      126.77    -29.4749       167.1    -2342.28     5108.44    -110.979     5054.35    -2074.77     -3819.6    -1701.11     97.2763     32.4254     19.4553     25.8356     15.5014     11.0724         100     8.11131     2.15428
    0.292105    -20.9797     20.4163     127.053    -28.7934     167.135    -2359.07     5148.73    -108.413     5096.93     -2098.6    -3872.23    -1730.48     97.3548     32.4516      19.471     25.8564     15.5139     11.0813         100     8.53255     2.26616
    0.298365     -19.639     22.1524     127.196    -28.2694     167.046    -2376.27     5181.74     -106.44      5131.8    -2118.39    -3916.02    -1754.96     97.5537     32.5179     19.5107     25.9092     15.5455      11.104         100     8.90215     2.36432
         0.3     -19.372     22.3322     127.222    -28.1386     167.011       -2381     5190.16    -105.948     5140.68    -2123.46    -3927.26    -1761.25     97.6165     32.5388     19.5233     25.9259     15.5556     11.1111         100           9     2.39031
    0.312572    -17.6307     22.8139     127.318    -27.1661     166.624    -2417.04     5252.18    -102.286     5206.25    -2161.24    -4011.11    -1808.28     98.0831     32.6944     19.6166     26.0498     15.6299     11.1642         100      9.7701     2.59484
    0.327455     -15.115     25.5174     127.199    -26.0521     165.931    -2453.71     5319.96    -98.0915     5278.01    -2203.29    -4104.78    -1861.02     98.4724     32.8241     19.6945     26.1533      15.692     11.2085         100     10.7227     2.84783
    0.343047    -12.1393     29.9292      126.82    -24.8972     164.939    -2486.96     5384.92    -93.7431     5346.86    -2244.47    -4196.85    -1913.06     98.5817     32.8606     19.7163     26.1823     15.7094      11.221         100     11.7681     3.12549
    0.359381     -8.8248     35.5663     126.171    -23.7016     163.624    -2517.46     5446.92    -89.2413     5412.57    -2284.71    -4287.14     -1964.3     98.3705     32.7902     19.6741     26.1262     15.6757     11.1969         100     12.9155     3.43022
    0.376494    -4.86865     43.9196     125.128    -22.5191     161.832    -2542.52     5505.58    -84.7892     5474.66    -2323.97    -4375.55    -2014.66     98.0281      32.676     19.6056     26.0352     15.6211      11.158         100     14.1747     3.76466
    0.394421    -1.47084     50.7687     123.609    -21.3947     159.469    -2567.58     5560.72    -80.5555     5532.89    -2362.26    -4462.04     -2064.1     97.7432     32.5811     19.5486     25.9596     15.5758     11.1255         100     15.5568     4.13171
    0.413201   0.0771033     51.1508     121.802    -20.3285      156.77    -2599.84     5612.93     -76.541     5588.01    -2399.53    -4546.49     -2112.5     97.5301       32.51      19.506      25.903     15.5418     11.1013         100     17.0735     4.53455
    0.432876     1.15655     50.0776     119.918    -19.3058     153.994    -2632.64     5662.84    -72.6902     5640.77    -2435.74    -4628.78    -2159.82       97.33     32.4433      19.466     25.8498     15.5099     11.0785         100     18.7382     4.97666
    0.453488     3.65131     54.5922     117.869    -18.3079     151.037    -2656.17     5710.18    -68.9331     5690.83    -2470.89    -4708.87    -2206.01      97.051     32.3503     19.4102     25.7757     15.4654     11.0467         100     20.5651     5.46188
    0.475081      6.3784     60.1887     115.505    -17.3115     147.705    -2676.81     5754.48    -65.1815     5737.57    -2504.95     -4786.7    -2251.03      96.555      32.185      19.311      25.644     15.3864     10.9903         100     22.5702     5.99441
    0.497702     7.44629     59.7803     112.924    -16.3327     144.123     -2704.5      5796.1     -61.496     5781.42    -2537.91    -4862.22    -2294.83     95.9079     31.9693     19.1816     25.4722     15.2833     10.9166         100     24.7708     6.57886
    0.521401     8.19653     58.4847     110.285    -15.3978     140.493    -2732.01     5835.55    -57.9761     5823.04    -2569.78     -4935.4    -2337.37     95.2569     31.7523     19.0514     25.2992     15.1795     10.8425         100     27.1859     7.22029
    0.546228     10.4584     63.2599     107.478    -14.5109     136.675    -2749.44     5872.49    -54.6366     5861.96    -2600.52    -5006.19    -2378.63     94.6358     31.5453     18.9272     25.1343     15.0806     10.7718         100     29.8365     7.92426
    0.572237     12.4387     67.3511     104.362    -13.6584     132.492    -2766.26     5906.52    -51.4266     5897.67    -2630.16    -5074.58    -2418.58     93.9664     31.3221     18.7933     24.9565     14.9739     10.6956         100     32.7455     8.69686
    0.599484     12.1631     63.1916     101.168    -12.8368     128.228    -2793.42     5938.45    -48.3333     5931.14    -2658.69    -5140.55    -2457.18     93.2258     31.0753     18.6452     24.7598     14.8559     10.6113         100     35.9381      9.5448
    0.628029     11.9011     59.2094     98.1345    -12.0486     124.186    -2819.36     5969.06    -45.3656     5963.35    -2686.13    -5204.11    -2494.46     92.4307     30.8102     18.4861     24.5486     14.7292     10.5208         100     39.4421     10.4754
    0.657933      13.949     64.1763     95.0247    -11.2951     120.068     -2831.5     5997.57    -42.5285     5993.32    -2712.47    -5265.27    -2530.41     91.5946     30.5315     18.3189     24.3266      14.596     10.4257         100     43.2876     11.4967
    0.689261     15.6932     68.3853     91.5837    -10.5758     115.554    -2843.21     6023.26    -39.8202     6020.11    -2737.73    -5324.04    -2565.01      90.719     30.2397     18.1438      24.094     14.4564      10.326         100     47.5081     12.6177
    0.722081     14.5469     61.9208     88.1384    -9.88934      111.05    -2868.83     6047.27    -37.2354     6045.13    -2761.94    -5380.43    -2598.26     89.7978     29.9326     17.9596     23.8494     14.3096     10.2212         100     52.1401     13.8479
    0.756463     13.5047     55.8661     85.0332    -9.23598     106.982    -2893.24      6070.7    -34.7754     6069.73    -2785.11    -5434.49     -2630.2     88.8407     29.6136     17.7681     23.5952     14.1571     10.1122         100     57.2237      15.198
    0.792483     15.4951     61.4237     81.9101    -8.61427     102.908     -2900.3      6092.4    -32.4345     6092.49    -2807.25    -5486.27    -2660.85     87.8413     29.2804     17.5683     23.3297     13.9978     9.99846         100     62.8029     16.6798
    0.830218     17.1434     66.1044     78.3922    -8.02469     98.3604    -2907.13     6111.25    -30.2146     6111.99    -2828.38    -5535.78     -2690.2     86.8136     28.9379     17.3627     23.0568     13.8341     9.88149         100     68.9261     18.3061
    0.869749     15.1745     57.3219       74.94    -7.46545     93.9056    -2932.01     6128.85     -28.109     6130.18    -2848.54    -5583.06    -2718.26      85.749      28.583     17.1498      22.774     13.6644      9.7603         100     75.6463     20.0909
    0.911163     13.4212     49.2276     72.0323    -6.93691     90.1317    -2955.67     6146.73    -26.1189     6148.95    -2867.76    -5628.18    -2745.07     84.6629      28.221     16.9326     22.4856     13.4914     9.63668         100     83.0218     22.0497
    0.954548     15.5978     56.0749     69.1473    -6.43715     86.3975    -2957.49      6163.2    -24.2372     6166.23    -2886.04    -5671.24    -2770.72     83.5455     27.8485     16.7091     22.1888     13.3133     9.50949         100     91.1163     24.1995
           1     17.3738     61.8805     65.7425    -5.96617     82.0377    -2959.26     6176.62    -22.4638     6179.97    -2903.43    -5712.24    -2795.18     82.4106     27.4702     16.4821     21.8874     13.1324     9.38032         100         100      26.559
        0.01    -43.9409    -46.0935    -26.4934    -9.16566    -26.7878    -25.4671     16.3934          -0     17.9031          -0          -0          -0           0     1.92103     1.64659     1.53061     1.31195      1.0933           0           0  0.00531179
   0.0104762    -48.9044    -52.4269    -28.4866    -10.1752    -28.7965     -28.079     17.9663          -0     19.7168          -0          -0          -0           0     2.14466     1.83828      1.7088     1.46468     1.22057           0           0  0.00582969
    0.010975     -54.175    -58.9748    -30.5804    -11.2767    -30.9021    -30.6957     19.6844          -0     21.7109          -0          -0          -0           0     2.39094     2.04938     1.90503     1.63288     1.36074           0           0  0.00639808
